"doc_id","doc_name","arm_number","position","description","head"
"34d3136b-565a-439c-bcf4-d430dc292e94","02-Chanan-Khan","1","Paragraph 13","The primary endpoint of this study was TTP , which was calculated from the date of randomisation to the date of progression and was determined based on blinded clinical expert review by S. Jagannath ( St. Vincent 's Comprehensive Cancer Centre , New York , NY ) and M Oken ( Hubert H. Humphrey Cancer Centre , Robbinsdale , MN ) . Progression was defined as the first of the following events to occur prior to initiation of non - study myeloma therapy : objective documentation of progressive disease , death within 60 days of the last evaluation of objective response status or death within 60 days of the last dose if there was no evaluation of objective response status .","Efficacy and safety evaluations and endpoints"
"34d3136b-565a-439c-bcf4-d430dc292e94","02-Chanan-Khan","1","Paragraph 14","Key secondary endpoints included objective response rate ( i.e. complete response , response [ 75 % improvement ] or partial response as assessed by the investigator according to criteria adapted from SWOG [ 15 ] ) and overall survival .","Efficacy and safety evaluations and endpoints"
"34d3136b-565a-439c-bcf4-d430dc292e94","02-Chanan-Khan","1","Paragraph 15","A sample of 200 patients ( 100 per treatment arm ) was required to provide an 80 % power to detect a significant difference between treatment groups with respect to TTP . This sample size was based on the following assumptions : distributions of TTP for the two treatment groups would be compared using the log - rank test with a two - sided significance level of 0.05 ; median TTP would be 4 months for patients who received dexamethasone alone and 6.33 months for patients who received oblimersen plus dexamethasone ; equal numbers of patients would be assigned to each treatment arm and would be accrued over 12 months ( approximately 18 per month ) with a 6-month follow - up period after enrolment of the last patient ; and the final analysis would be performed 1 year after the enrolment of the last patient . The sample estimate was obtained by using the EaSt Computer Software Package by Cytel . No interim analysis was performed .","Statistical methods"
"34d3136b-565a-439c-bcf4-d430dc292e94","02-Chanan-Khan","1","Paragraph 16","The primary efficacy analysis was a comparison of the distributions of TTP between the two treatment groups in the intent - to - treat ( ITT ) population using the log - rank test . The Cox proportional hazards model with a covariate for treatment was used to estimate the hazard ratio for TTP .","Statistical methods"
"34d3136b-565a-439c-bcf4-d430dc292e94","02-Chanan-Khan","1","Paragraph 17","With respect to key secondary endpoints , Fisher 's exact test was used to compare the proportion of patients with objective response in the two treatment groups , and the odds ratio and exact 95 % confidence interval also were provided for this endpoint . Survival time was calculated from the date of randomisation to the date of death . The primary analysis of survival was to occur when all patients had been followed for 2 years after the end of treatment .","Statistical methods"
"34d3136b-565a-439c-bcf4-d430dc292e94","02-Chanan-Khan","1","Paragraph 18","A total of 224 patients comprising the ITT population were enrolled at 78 sites in four countries ( 72 sites in the United States , 4 in Canada and 1 each in England and France ) . The first patient was enrolled in March 2001 and the last in April 2003 .","Patients"
"34d3136b-565a-439c-bcf4-d430dc292e94","02-Chanan-Khan","1","Paragraph 19","One hundred ten patients were randomised to receive oblimersen / dexamethasone and 114 to dexamethasone alone . Four patients in each group were randomised but did not initiate treatment ; thus , the safety population was composed of the 216 patients who received treatment ( 106 in the oblimersen/ dexamethasone group and 110 in the dexamethasone group ) . The distribution of patients enrolled by stratum was similar in both treatment arms .","Patients"
"34d3136b-565a-439c-bcf4-d430dc292e94","02-Chanan-Khan","1","Paragraph 20","At baseline , an imbalance was observed between the treatment groups in several important prognostic factors ( Table I ) . ECOG performance status at baseline was significantly worse in the oblimersen/ dexamethasone group ( p ¼ 0.028 ) . In addition , more patients in the oblimersen / dexamethasone group had stage III disease than in the dexamethasone group ( 70 % vs. 61 % , respectively ) . Also , imbalances in baseline laboratory parameters revealed that patients in the oblimersen / dexamethasone group were more seriously impaired than those in the dexamethasone group ( serum creatinine 42.0 mg / dL : 5 % and 0 % , respectively [ p ¼ 0.021 ] ; and elevated lactate dehydrogenase : 23 % and 11 % , respectively [ p ¼ 0.025 ] ) .","Patients"
"34d3136b-565a-439c-bcf4-d430dc292e94","02-Chanan-Khan","1","Paragraph 21","Patients in both groups had been heavily pretreated ; the median number of prior regimens was 3 in both treatment groups . A total of 87 ( 79 % ) patients in the oblimersen / dexamethasone group and 95 ( 83 % ) patients in the dexamethasone group had been previously treated with dexamethasone ; 47 and 51 of these patients , respectively , had been refractory to that treatment , achieving a response not better than stable disease .","Patients"
"34d3136b-565a-439c-bcf4-d430dc292e94","02-Chanan-Khan","1","Paragraph 22","In the ITT population , 103 ( 94 % ) of the oblimersen/ dexamethasone group and 94 ( 83 % ) of the dexamethasone group discontinued treatment , that is , initiated 516 cycles or received 51 year ( defined as 335 days ) of protocol - specified therapy from the date of first dose . Disease progression / lack of efficacy accounted for more than 50 % of the discontinuations in each group ( oblimersen / dexamethasone : 63 % ; dexamethasone : 55 % ) . Adverse event / toxicity was the second most frequently cited reason for discontinuation in each group and was reported for 16 % of patients in each group . Seven percent of the oblimersen / dexamethasone group and 4 % of the dexamethasone group discontinued for other reasons , including proceeding to transplant , noncompliance or removal based on physician 's request , and another 7 % and 8 % , respectively , either withdrew consent or failed to return .","Discontinuations"
"34d3136b-565a-439c-bcf4-d430dc292e94","02-Chanan-Khan","1","Paragraph 23","No significant difference in TTP was observed between the oblimersen / dexamethasone arm and the dexamethasone arm ( 94 vs. 108 days , respectively ; p ¼ 0.26 ) ( Table II ) . The objective response rates in the two groups were also similar ( 15 % vs. 17 % , respectively ) ( Table III ) . There were no complete responses as defined based on the Bladé criteria , [ 16 ] and no differences were observed when findings were analysed by disease stage ( results not shown ) . The study was terminated in 2004 , and the follow - up of patients for up to 2 years after the end of treatment was not completed . Thus , the analysis of survival included data available through a cut - off date approximately 1 year after enrolment of the last subject and did not show an advantage of oblimersen/ dexamethasone over standard therapy ( 55 % vs. 42 % of treated patients ; p ¼ 0.29 based on logistic regression analysis after adjustment for baseline imbalances ) .","Efficacy"
"34d3136b-565a-439c-bcf4-d430dc292e94","02-Chanan-Khan","1","Paragraph 24","All treated patients in both groups had at least one adverse event . The most common adverse event in both treatment groups was fatigue , occurring in 54 % of the patients receiving oblimersen / dexamethasone and 45 % of those receiving dexamethasone . Other adverse events occurring in 25 % of the patients in the oblimersen / dexamethasone group were fever ( 48 % ) , nausea ( 41 % ) , insomnia ( 35 % ) , anemia ( 33 % ) , arthralgia ( 31 % ) , constipation ( 31 % ) , diarrhea ( 27 % ) and vomiting ( 25 % ) . In the dexamethasone group , insomnia ( 34 % ) and weakness ( 25 % ) were the only adverse events besides fatigue that occurred in 25 % of patients ( Table IV ) . The percentage of patients who discontinued because of an adverse event was the same in both arms ( 16 % ) ; events that resulted in discontinuation and were considered to be treatment related were reported for 12 % of patients in the oblimersen/ dexamethasone group and 14 % of patients in the dexamethasone group . In both groups , half of the patients who discontinued due to an adverse event did so in cycle 1 . No single adverse event or cluster of adverse events resulted in cycle 1 discontinuations .","Safety"
"34d3136b-565a-439c-bcf4-d430dc292e94","02-Chanan-Khan","1","Paragraph 25","Renal and hematologic toxicities . An increase in blood creatinine was noted in 25 % of the oblimersen/ dexamethasone patients and 15 % of the dexamethasone patients , and was Grade 3 or 4 in 8 % and 4 % , respectively ( Table IV ) . In both treatment groups , increase in blood creatinine was more likely to occur in patients with elevated baseline serum creatinine ( 41.5 mg / dL ) and in patients who were black and/or had concurrent medical conditions that affect renal function , such as diabetes or hypertension . Despite the increased percentage of patients in the oblimersen / dexamethasone group with increased blood creatinine , the incidence of patients experiencing renal failure was comparable in the two groups ( oblimersen/ dexamethasone : three [ 3 % ] patients ; dexamethasone : four [ 4 % ] patients ) . Includes adverse events ( regardless of relationship to treatment ) that occurred in 20 % of patients in either treatment group .","Safety"
"34d3136b-565a-439c-bcf4-d430dc292e94","02-Chanan-Khan","1","Paragraph 26","Thrombocytopenia was observed in 22 % of oblimersen / dexamethasone patients and 9 % of dexamethasone patients and was Grade 3 or Grade 4 in 14 % and 5 % , respectively . The incidence of Grade 3 or 4 bleeding events was similar in the two treatment groups ( 6 % and 5 % , respectively ) . In both groups , the incidence of Grade 3 or Grade 4 anemia was 12 % and the incidence of Grade 3 or Grade 4 neutropenia was 4 % .","Safety"
"34d3136b-565a-439c-bcf4-d430dc292e94","02-Chanan-Khan","1","Paragraph 27","Deaths . The incidence of adverse events with an outcome of death during treatment or within 30 days of the end of treatment was similar in the two treatment groups ( oblimersen / dexamethasone : 13 ( 12 % ) ; dexamethasone : 10 ( 9 % ) ( Table V ) . Disease progression was the most frequently reported cause of death , accounting for five deaths in the combination arm and three deaths in the dexamethasone arm .","Safety"
"9af0a2ea-738b-4b6b-ad8f-6c01010e04d0","01-Avet-Loiseau","1","Document Description","Impact of high - risk cytogenetics and prior therapy on outcomes in patients with advanced relapsed or refractory multiple myeloma treated with lenalidomide plus dexaméthasone Impact of high - risk cytogenetics and prior therapy on outcomes in patients with advanced relapsed or refractory multiple myeloma treated with lenalidomide plus dexaméthasone 14 January 2010 14 January 2010 ProfessorHAvet - Loiseau","DOCUMENT DESCRIPTION"
"9af0a2ea-738b-4b6b-ad8f-6c01010e04d0","01-Avet-Loiseau","1","Document Description","Assistance Publique - Hô pitaux de Paris Paris France IYakoub - Agha Hematology Department University Hospital Huriez Lille France MAttal Hematology Department Centre Hospitalier Purpan Toulouse France CHulin Hematology Department University Hospital Brabois Nancy France LGarderet Hematology Department","DOCUMENT DESCRIPTION"
"9af0a2ea-738b-4b6b-ad8f-6c01010e04d0","01-Avet-Loiseau","1","Document Description","Impact of high - risk cytogenetics and prior therapy on outcomes in patients with advanced relapsed or refractory multiple myeloma treated with lenalidomide plus dexaméthasone 14 January 2010 10.1038 / leu.2009.273","DOCUMENT DESCRIPTION"
"9af0a2ea-738b-4b6b-ad8f-6c01010e04d0","01-Avet-Loiseau","1","Document Description","Assistance Publique - Hô pitaux de Paris Paris France IYakoub - Agha Hematology Department University Hospital Huriez Lille France MAttal Hematology Department Centre Hospitalier Purpan Toulouse France CHulin Hematology Department University Hospital Brabois Nancy France LGarderet Hematology Department","DOCUMENT DESCRIPTION"
"9af0a2ea-738b-4b6b-ad8f-6c01010e04d0","01-Avet-Loiseau","1","Document Description","Impact of high - risk cytogenetics and prior therapy on outcomes in patients with advanced relapsed or refractory multiple myeloma treated with lenalidomide plus dexaméthasone 14 January 2010 10.1038 / leu.2009.273","DOCUMENT DESCRIPTION"
"9af0a2ea-738b-4b6b-ad8f-6c01010e04d0","01-Avet-Loiseau","1","Document Description","Assistance Publique - Hô pitaux de Paris Paris France IYakoub - Agha Hematology Department University Hospital Huriez Lille France MAttal Hematology Department Centre Hospitalier Purpan Toulouse France CHulin Hematology Department University Hospital Brabois Nancy France LGarderet Hematology Department","DOCUMENT DESCRIPTION"
"9af0a2ea-738b-4b6b-ad8f-6c01010e04d0","01-Avet-Loiseau","1","Document Description","Impact of high - risk cytogenetics and prior therapy on outcomes in patients with advanced relapsed or refractory multiple myeloma treated with lenalidomide plus dexaméthasone ProfessorHAvet - Loiseau herve.avetloiseau@chu-nantes.fr","DOCUMENT DESCRIPTION"
"9af0a2ea-738b-4b6b-ad8f-6c01010e04d0","01-Avet-Loiseau","1","Document Description","France ProfessorHAvet - Loiseau Professor H Avet - Loiseau herve.avetloiseau@chu-nantes.fr Institut National de la Santé et de la Recherche Médicale ( INSERM ) Unité 892 Nantes","DOCUMENT DESCRIPTION"
"9af0a2ea-738b-4b6b-ad8f-6c01010e04d0","01-Avet-Loiseau","1","Document Description","France 9 quai Moncouscu 44093 Nantes France Impact of high - risk cytogenetics and prior therapy on outcomes in patients with advanced relapsed or refractory multiple myeloma treated with lenalidomide plus dexaméthasone 14 January 2010 14 January 2010 14 January 2010 10.1038 / leu.2009.273 Received 6 May 2009 ; revised 29 October 2009 ; accepted 9 November 2009 ;","DOCUMENT DESCRIPTION"
"9af0a2ea-738b-4b6b-ad8f-6c01010e04d0","01-Avet-Loiseau","1","Paragraph 0","Multiple myeloma ( MM ) is a common hematological malignancy , which accounts for B2 % of all cancer deaths according to recent US statistics . 1 It is an incurable disease , but with the introduction of novel therapies , such as thalidomide , lenalidomide , and bortezomib , median survival has doubled to B4 - 5 years and patients now have a 20 % chance of surviving longer than 10 years . 2 Lenalidomide ( Revlimid ; Celgene Corporation , Summit , NJ , USA ) in combination with dexamethasone was shown to be highly effective in the treatment of patients with relapsed or refractory MM 3,4 and has been approved in the European Union and the United States for the treatment of patients with MM who have received at least one prior therapy .","Introduction"
"9af0a2ea-738b-4b6b-ad8f-6c01010e04d0","01-Avet-Loiseau","1","Paragraph 1","The chromosomal abnormalities of del ( 13 ) , t ( 4;14 ) , and del(17p ) are associated with poor progression - free survival ( PFS ) and shorter overall survival ( OS ) in newly diagnosed MM patients treated with traditional chemotherapy . [ 5][6][7][8 ] It was earlier reported that newly diagnosed MM patients with an abnormal karyotype treated with lenalidomide plus dexamethasone had a lower PFS and OS compared with patients with a normal karyotype . 9 Preliminary results from a study in patients with relapsed and refractory MM treated with lenalidomide plus dexamethasone showed that this combination can overcome the poor prognosis conferred by the chromosomal abnormalities of del ( 13 ) and t ( 4;14 ) , but not del(17p ) . 10 In contrast , a recent analysis of 100 patients treated with lenalidomide plus dexamethasone at diagnosis revealed that this combination was not able to overcome the poor prognosis of chromosomal abnormalities and high labeling index . 11 The prognostic value of these cytogenetic abnormalities and the impact of prior therapy in the relapsed and refractory setting remain to be fully defined .","Introduction"
"9af0a2ea-738b-4b6b-ad8f-6c01010e04d0","01-Avet-Loiseau","1","Paragraph 2","We performed a retrospective analysis to investigate the prognostic values of del ( 13 ) , t ( 4;14 ) , and del(17p ) and the impact of prior treatment on outcomes in relapsed or refractory MM patients treated with lenalidomide plus dexamethasone .","Introduction"
"9af0a2ea-738b-4b6b-ad8f-6c01010e04d0","01-Avet-Loiseau","1","Paragraph 3","Temporary Authorization for Use , is the regulatory mechanism used by the French Health Products and Safety Agency , which allows access of non - approved drugs to patients in France , on a named - patient basis . Medical records were obtained from 49 clinical centers participating in the French Autorisation Temporaire d'Utilisation program .","The Autorisation Temporaire d'Utilisation program, or"
"9af0a2ea-738b-4b6b-ad8f-6c01010e04d0","01-Avet-Loiseau","1","Paragraph 4","Patients with relapsed or refractory MM who had earlier received alkylating agents as well as prior thalidomide and/or bortezomib and patients with available fluorescence in situ hybridization ( FISH ) data were included in the analysis . Patients received oral treatment with lenalidomide ( 25 mg per day on days 1 - 21 of every 28-day cycle ) plus dexamethasone ( 40 mg per day on days 1 - 4 , 9 - 12 , and 17 - 20 for four cycles , then days 1 - 4 beginning with cycle 5 ) .","The Autorisation Temporaire d'Utilisation program, or"
"9af0a2ea-738b-4b6b-ad8f-6c01010e04d0","01-Avet-Loiseau","1","Paragraph 5","At enrolment , FISH cytogenetic analysis was performed by two laboratories ( in Nantes and Paris ) . CD138-purified plasma cells were analyzed for del ( 13 ) , t ( 4;14 ) , and del(17p ) as described earlier . 6 Response and disease progression endpoints were evaluated using the European Group for Blood and Marrow Transplantation criteria . 12,13 OS data were collected at the time of the patients ' last visit .","Assessments"
"9af0a2ea-738b-4b6b-ad8f-6c01010e04d0","01-Avet-Loiseau","1","Paragraph 6","The independent prognostic impact of the chromosomal abnormalities del(13 ) and t ( 4;14 ) was analyzed by comparing the outcomes ( overall response rate [ ORR ] , PFS , and OS ) of patients with or without the respective abnormality . Patient response and survival according to the presence or absence of del(17p ) were not evaluable because of the small number of patients with del(17p ) ( n ¼ 8) . The w 2 tests , Fisher 's exact test , and logistic regression were used to compare ORR between groups . Time - to - event variables were estimated by Kaplan - Meier methods . Two - sided log - rank tests were used to compare survivorship functions between groups .","Statistical analyses"
"9af0a2ea-738b-4b6b-ad8f-6c01010e04d0","01-Avet-Loiseau","1","Paragraph 7","Multivariate analyses using Cox proportional - hazard regression model were performed to assess the impact of the following variables on ORR , PFS , and OS : age , sex , hemoglobin level , presence of del ( 13 ) , presence of t ( 4;14 ) , prior bortezomib treatment , prior thalidomide treatment , progression on thalidomide , prior stem cell transplant , and number of lines of earlier therapy . Age , hemoglobin , and number of lines of earlier therapy were continuous variables ; all other variables were dichotomous . The thresholds for entry and stay were 0.25 and 0.15 , respectively .","Statistical analyses"
"9af0a2ea-738b-4b6b-ad8f-6c01010e04d0","01-Avet-Loiseau","1","Paragraph 8","Of 228 eligible patients , 207 patients enrolled in the Autorisation Temporaire d'Utilisation program between April 2006 and March 2007 were included in this analysis . The remaining 21 patients were excluded either because of early death before the end of the first cycle ( n ¼ 14 ) or because of patient or physician refusal for continued participation ( n ¼ 7 ) .","Patient characteristics"
"9af0a2ea-738b-4b6b-ad8f-6c01010e04d0","01-Avet-Loiseau","1","Paragraph 9","FISH data for del ( 13 ) were available in 92 % ( 191 of 207 ) of patients , for t ( 4;14 ) in 89 % ( 184 of 207 ) of patients , and for del(17p ) in 58 % ( 120 of 207 ) of patients . Del ( 13 ) was observed in 41 % of analyzed patients , t ( 4;14 ) in 14 % of patients , and del(17p ) in 7 % of patients ( Table 1 ) , in agreement with earlier reports . Patients had received a median of three prior therapies ( range , 1 - 10 ) ; 86 % of patients had received prior thalidomide therapy and 81 % had received prior bortezomib therapy . At the time of analysis ( November 2007 ) , all patients had received lenalidomide plus dexamethasone for a median of five cycles ( range , 1 - 22 ) ( Table 1 ) .","Patient characteristics"
"9af0a2ea-738b-4b6b-ad8f-6c01010e04d0","01-Avet-Loiseau","1","Paragraph 10","Among the 207 patients , the ORR was achieved in 59 % of patients , including complete response in 7 % and very good partial response in 14 % . The median PFS was 9.6 months and the median OS was 15.1 months ( Table 2 ) .","Efficacy"
"9af0a2ea-738b-4b6b-ad8f-6c01010e04d0","01-Avet-Loiseau","1","Paragraph 11","Impact of chromosomal abnormalities . Among patients with del(13 ) compared with patients without del(13 ) , the ORR was significantly lower , and median PFS and OS were significantly shorter , ( ORR 43 % vs 71 % , respectively , Po0.001 ; median PFS 5.0 months vs 12.5 months , Po0.0001 ; median OS 10.4 months vs 17.4 months , P ¼ 0.001 ) ( Table 2 ; Figures 1a and b ) . A similar pattern was observed among patients with t(4;14 ) compared with patients without t(4;14 ) ( ORR 39 % vs 62 % , respectively , P ¼ 0.04 ; median PFS 5.5 months vs 10.6 months , Po0.01 ; median OS 9.4 months vs 15.4 months , P ¼ 0.005 ) ( Table 2 ) .","Efficacy"
"9af0a2ea-738b-4b6b-ad8f-6c01010e04d0","01-Avet-Loiseau","1","Paragraph 12","Patients with isolated del(13 ) , defined as the presence of del(13 ) without t ( 4;14 ) or del(17p ) , had significantly lower ORR compared with patients without isolated del(13 ) ( 43 % vs 71 % , respectively ; P ¼ 0.01 ) ( Table 2 ) . In contrast , the median PFS and OS were not ( or marginally ) shorter in patients with isolated del(13 ) ( PFS was 8 months vs 10.4 months , P ¼ 0.05 ; OS was 10.8 months vs 15.1 months , P ¼ 0.56 ) . The number of patients with del(17p ) was too low for meaningful interpretation .","Efficacy"
"9af0a2ea-738b-4b6b-ad8f-6c01010e04d0","01-Avet-Loiseau","1","Paragraph 13","Impact of prior treatment . Patients who had received prior treatment with bortezomib had significantly lower ORR ( 55.4 % vs 74.3 % ; P ¼ 0.04 ) , shorter median PFS ( 8.3 months vs not reached ; P ¼ 0.0003 ) and significantly shorter median OS ( 12.2 months vs not reached ; Po0.002 ) compared with patients who did not receive prior bortezomib . In contrast , patients who received prior thalidomide therapy had comparable ORR ( 57.0 % vs 69.2 % ; P ¼ 0.24 ) , as well as comparable median PFS ( 8.5 months vs 10.6 months ; P ¼ 0.10 ) and median OS , and del(17p ) , 32 had del(13 ) without t ( 4;14 ) or del(17p ) .","Efficacy"
"9af0a2ea-738b-4b6b-ad8f-6c01010e04d0","01-Avet-Loiseau","1","Paragraph 14","( 9.4 months vs not yet reached , P ¼ 0.43 ) compared with those who were not earlier treated with thalidomide . Patients who progressed during thalidomide therapy had a significantly shorter PFS ( 5.7 months vs 15.7 months ; Po0.0001 ) and OS ( 9.7 months vs 16.1 months ; P ¼ 0.0007 ) compared with those who did not progress during thalidomide therapy ( Figures 2a and b ) . Patients who were thalidomide resistant had received an additional line of therapy ( median , 4 vs 3 ) and a higher proportion had t(4;14 ) ( 16 % vs 9 % ) compared with patients who were not thalidomide resistant .","Efficacy"
"9af0a2ea-738b-4b6b-ad8f-6c01010e04d0","01-Avet-Loiseau","1","Paragraph 15","Additional analyses were conducted to determine the combined impact of progression on thalidomide and either del ( 13 ) or prior bortezomib use on OS . For patients who did not progress on thalidomide , the median OS was 10.4 months for patients with del ( 13 ) and not reached for patients without del(13 ) . However , for patients who progressed on thalidomide , there was no difference in OS between patients with or without del(13 ) ( median 9.5 months vs 9.7 months , respectively ) . For patients who progressed on thalidomide , the median OS was 11.6 months if they had prior bortezomib and not reached if they had no prior bortezomib . However , for patients with no prior bortezomib use , there was no difference in OS between patients with or without progression on thalidomide ( median not reached for both ) .","Efficacy"
"9af0a2ea-738b-4b6b-ad8f-6c01010e04d0","01-Avet-Loiseau","1","Paragraph 16","Multivariate analysis on ORR identified lower hemoglobin level o10 g 100 ml ( hazard ratio ( HR ) : 1.230 ; 95 % confidence interval ( CI ) : 1.000 - 1.511 ; P ¼ 0.05 ) , increased number of prior therapies ( HR : 0.745 ; 95 % CI : 0.573 - 0.967 ; P ¼ 0.03 ) , and del(13 ) ( HR : 3.431 ; 95 % CI : 1.531 - 7.689 ; P ¼ 0.003 ) as independent predictors of lower ORR ( Table 3 ) . Sex and t(4;14 ) met the criteria to stay in the model though they were not statistically significant . Age , sex , prior transplant , prior bortezomib use , prior thalidomide use , and progression during thalidomide did not affect ORR ( Table 3 ) . Multivariate analysis on PFS identified progression during thalidomide ( HR : 2.72 ; 95 % CI : 1.66 - 4.46 ; Po0.0001 ) , del(13 ) ( HR : 2.35 ; 95 % CI : 1.44 - 3.83 ; Po0.001 ) , and lower hemoglobin level o10 g per 100 ml ( HR : 0.81 ; 95 % CI : 0.71 - 0.93 ; P ¼ 0.002 ) as independent predictors of reduced PFS ( Table 4 ) . There was a trend toward reduced PFS with prior bortezomib use ( HR : 2.37 ; 95 % CI : 0.91 - 6.16 ; P ¼ 0.076 ) and increased number of prior therapies ( HR : 1.17 . 95 % CI : 0.99 - 1.37 ; P ¼ 0.062 ) ( Table 4 ) . Age , sex , prior transplant , prior thalidomide use , and t(4;14 ) translocation were not predictive of PFS ( Table 4 ) .","Multivariate analyses"
"9af0a2ea-738b-4b6b-ad8f-6c01010e04d0","01-Avet-Loiseau","1","Paragraph 17","Multivariate analysis on OS identified progression on thalidomide ( HR : 1.810 ; 95 % CI : 1.081 - 3.030 ; Po0.02 ) as the only significant independent predictor of reduced OS ( Table 5 ) . There was a trend toward reduced OS with prior bortezomib use ( HR : 2.611 ; 95 % CI : 0.927 - 7.360 ; P ¼ 0.07 ) ( Table 5 ) . Del(13 ) and t(4;14 ) met the criteria to stay in the model though they were not statistically significant . Age , sex , number of lines of prior therapy , prior transplant , prior thalidomide treatment , and hemoglobin level did not affect OS ( Table 5 ) .","Multivariate analyses"
"a819c876-888c-4a7f-8f6b-b65ae69e2da0","03-Chiou-TJ","1","Document Description","Randomized Phase II Trial of Thalidomide Alone versus Thalidomide Plus Interferon Alpha in Patients with Refractory Multiple Myeloma Randomized Phase II Trial of Thalidomide Alone versus Thalidomide Plus Interferon Alpha in Patients with Refractory Multiple Myeloma M.D.Tzeon - JyeChiou","DOCUMENT DESCRIPTION"
"a819c876-888c-4a7f-8f6b-b65ae69e2da0","03-Chiou-TJ","1","Document Description","National Cheng Kung University Hospital Tainan Taiwan M.DTsai - YunChen Mackay Memorial Hospital Taipei Taiwan M.DMing - ChihChang Pingtung Christian Hospital Pingtung Taiwan M.DErh - JungHsueh","DOCUMENT DESCRIPTION"
"a819c876-888c-4a7f-8f6b-b65ae69e2da0","03-Chiou-TJ","1","Document Description","National Cheng Kung University Hospital Tainan Taiwan M.DTsai - YunChen Mackay Memorial Hospital Taipei Taiwan M.DMing - ChihChang Pingtung Christian Hospital Pingtung Taiwan M.DErh - JungHsueh","DOCUMENT DESCRIPTION"
"a819c876-888c-4a7f-8f6b-b65ae69e2da0","03-Chiou-TJ","1","Document Description","National Cheng Kung University Hospital Tainan Taiwan M.DTsai - YunChen Mackay Memorial Hospital Taipei Taiwan M.DMing - ChihChang Pingtung Christian Hospital Pingtung Taiwan M.DErh - JungHsueh","DOCUMENT DESCRIPTION"
"a819c876-888c-4a7f-8f6b-b65ae69e2da0","03-Chiou-TJ","1","Document Description","Randomized Phase II Trial of Thalidomide Alone versus Thalidomide Plus Interferon Alpha in Patients with Refractory Multiple Myeloma M.D.Tzeon - JyeChiou tjchiou@vghtpe.gov.tw National Taiwan University Taipei","DOCUMENT DESCRIPTION"
"a819c876-888c-4a7f-8f6b-b65ae69e2da0","03-Chiou-TJ","1","Document Description","Taiwan Section of Medical Oncology Department of Medicine Taipei Veterans General Hospital No . 201 Sec . 2 , Shih - Pai Road 112 Taipei","DOCUMENT DESCRIPTION"
"a819c876-888c-4a7f-8f6b-b65ae69e2da0","03-Chiou-TJ","1","Document Description","Taiwan Taipei Taiwan Randomized Phase II Trial of Thalidomide Alone versus Thalidomide Plus Interferon Alpha in Patients with Refractory Multiple Myeloma 0735 - 7907 print / 1532 - 4192 0735 - 7907 print / 1532 - 4192 10.1080/07357900701208808","DOCUMENT DESCRIPTION"
"a819c876-888c-4a7f-8f6b-b65ae69e2da0","03-Chiou-TJ","1","Paragraph 0","Multiple myeloma ( MM ) is a malignant disease of the plasma cells . As the disease progressing , it will destroy normal bone tissue , causing pain and crowding normal hematopoiesis out ( 1)(2)(3)(4)(5 ) . The low incidence of complete remission , on the order of 5 percent , reflects the marked drug resistance of myeloma cells . Therapeutic intervention with cytokines is being evaluated in the management of a range of malignancies . Interferons have a broad spectrum of action on cellular proliferation as well as immunomodulation . In patients with myeloma , interferon alpha in combination with chemotherapy has been demonstrated to have synergistic anti - tumor effect ( 1)(2)(3)(4)(5 ) . Response rates of 20 percent were achieved when interferon alpha ( IFN - α ) was applied as single agent for multiple myeloma ( 6 ) . A synergistic activity was observed when IFN - α was combined with chemotherapeutic agents in vitro and in vivo , resulted in higher median progression - free and overall survival duration in the VAD ( Vincristin , Adriamycin , Dexamethasone ) and IFN - α combination ( 7 ) .","INTRODUCTION"
"a819c876-888c-4a7f-8f6b-b65ae69e2da0","03-Chiou-TJ","1","Paragraph 1","Thalidomide ( TD ) was used during the late 1950s and withdrawn in the 1960s after the appearance of teratogenicity and phocomelia . The recent return of thalidomide stems from the broad spectrum of its potential pharmacologic and immunologic effects ( 8)(9)(10 ) . The mechanism of thalidomide in treating multiple myeloma includes the possibility that thalidomide suppresses tumor necrosis factor - α production , increases the body 's production of interluekin-10 ( IL-10 ) , and inhibits angiogenesis by preventing the growth of new blood vessels to support the malignant cells ( 10,11 ) . The combination of IFN - alpha2b and thalidomide had been reported to cause synergistic decrease in mean vessel count in tumors that were resistant to the antiproliferative effects of IFN - alpha2b and thalidomide in vitro and have potentiated antiangiogenic activity in a xenograft model ( 12 ) . Whether the combination of IFN - α with thalidomide in patients who did not receive IFN - α or thalidomide to treat their disease before can improve the response rate , duration , and survival were interesting to us . In this study , we will evaluate and compare the efficacy and toxicity of thalidomide alone or combined with IFN - α in refractory MM patients .","INTRODUCTION"
"a819c876-888c-4a7f-8f6b-b65ae69e2da0","03-Chiou-TJ","1","Paragraph 2","Patients who fulfill the following criteria were enrolled in the study : age less than 75-year - old with well - documented multiple myeloma ( Durie - Salmon staging , 1976 ) that relapsed or failed to first - line chemotherapy and had measurable M protein and paraprotein serum levels ; no history of exposure to IFN - α or thalidomide before ; ECOG performance status ≤2 with adequate liver , renal function , and hemogram level ( ALT / AST ≤3 times upper limit of normal , total bilirubin ≤2 mg percent , serum creatinine ≤ 2 times normal limit , Hemoglobin > 8 g / dL , WBC > 3000 / mm 3 , Platelet > 7.5 × 10 4 /mm 3 ) ; no history of nerve damage ( WHO ≥2 ) , orthostatic hypotension , or other serious complications ; at least 3 weeks interval from prior chemotherapy or radiotherapy and signing the consent form prior to this study .","Patients"
